year,ring,sex,stintID,DSL,stintday,mass_chg,mass_chgPer,exp
2016,EZ01948,F,3,28,3,-10,-0.025974026,UNKNOWN
2016,EZ01948,F,3,29,4,-5,-0.013333333,UNKNOWN
2016,EZ01948,F,1,10,5,-10,-0.02739726,UNKNOWN
2016,EJ47567,M,0,4,4,-15,-0.0375,UNKNOWN
2016,EZ01948,F,1,8,3,-10,-0.025316456,UNKNOWN
2016,EZ01948,F,1,9,4,-20,-0.051948052,UNKNOWN
2016,EZ01948,F,2,21,4,-5,-0.013157895,UNKNOWN
2016,EZ01948,F,5,42,1,NA,NA,UNKNOWN
2016,EZ01948,F,2,19,2,-15,-0.037037037,UNKNOWN
2016,EZ01948,F,2,20,3,-10,-0.025641026,UNKNOWN
2016,EZ01948,F,4,38,3,0,0,UNKNOWN
2016,EZ01948,F,2,18,1,NA,NA,UNKNOWN
2016,EZ01948,F,4,37,2,-25,-0.0625,UNKNOWN
2016,EZ01948,F,5,44,3,-15,-0.040540541,UNKNOWN
2016,EZ01948,F,5,43,2,-15,-0.038961039,UNKNOWN
2019,EX41732,M,2,16,3,-15,-0.038461538,NEW
2019,EX41732,M,6,43,1,NA,NA,NEW
2019,EX41732,M,2,15,2,-15,-0.037037037,NEW
2019,EX41732,M,2,14,1,NA,NA,NEW
2019,EZ72855,F,1,3,2,-5,-0.012820513,NEW
2019,EX41732,M,2,17,4,-20,-0.053333333,NEW
2019,EX41732,M,5,34,4,-10,-0.023529412,NEW
2019,EX41732,M,3,20,1,NA,NA,NEW
2019,EZ72855,F,1,2,1,NA,NA,NEW
2019,EX41732,M,1,11,4,-10,-0.024691358,NEW
2019,EX41732,M,5,36,6,-10,-0.024691358,NEW
2019,EX41732,M,5,33,3,-15,-0.034090909,NEW
2019,EX41732,M,4,24,1,NA,NA,NEW
2019,EZ72855,F,6,22,1,NA,NA,NEW
2019,EX41732,M,5,32,2,-20,-0.043478261,NEW
2019,EX41732,M,5,37,7,-10,-0.025316456,NEW
2019,EZ72855,F,0,0,1,NA,NA,NEW
2019,EX41732,M,0,0,1,NA,NA,NEW
2019,EX41732,M,1,10,3,-15,-0.035714286,NEW
2019,EX41732,M,4,28,5,-15,-0.038461538,NEW
2019,EZ72855,F,1,4,3,-5,-0.012987013,NEW
2019,EZ72855,F,2,7,1,NA,NA,NEW
2019,EZ72855,F,5,19,1,NA,NA,NEW
2019,UNKNOWN,UNKNOWN,0,19,1,NA,NA,NEW
2019,EX41732,M,4,27,4,-5,-0.012658228,NEW
2019,EX41732,M,5,35,5,-10,-0.024096386,NEW
2019,EX41732,M,5,31,1,NA,NA,NEW
2019,EX41732,M,4,25,2,-15,-0.035714286,NEW
2019,EX41732,M,1,9,2,-10,-0.023255814,NEW
2019,EX41732,M,1,8,1,NA,NA,NEW
2019,EZ72855,F,3,12,1,NA,NA,NEW
2019,EX41732,M,4,26,3,-10,-0.024691358,NEW
2019,EZ72855,F,4,15,1,NA,NA,NEW
2019,EX41732,M,0,1,2,-20,-0.049382716,NEW
2019,EZ01936,F,3,38,6,-5,-0.011764706,EXP
2019,EZ01936,F,5,48,2,-10,-0.022222222,EXP
2019,EZ01936,F,1,9,2,-15,-0.034090909,EXP
2019,FB30537,M,2,29,5,-5,-0.011363636,EXP
2019,EZ01936,F,3,37,5,-5,-0.011627907,EXP
2019,FB30537,M,0,7,5,-10,-0.026315789,EXP
2019,EZ01936,F,4,43,1,NA,NA,EXP
2019,FB30537,M,1,14,2,-15,-0.031578947,EXP
2019,EZ01936,F,3,36,4,-5,-0.011494253,EXP
2019,FB30537,M,1,16,4,-15,-0.033707865,EXP
2019,EZ01936,F,0,2,3,-10,-0.025316456,EXP
2019,EZ01936,F,5,47,1,NA,NA,EXP
2019,EZ01936,F,3,39,7,-10,-0.023809524,EXP
2019,FB30537,M,1,15,3,-15,-0.032608696,EXP
2019,FB30537,M,2,31,7,-20,-0.047619048,EXP
2019,EZ01936,F,1,8,1,NA,NA,EXP
2019,FB30537,M,1,19,7,-5,-0.012345679,EXP
2019,FB30537,M,1,17,5,-10,-0.023255814,EXP
2019,EZ01936,F,5,49,3,-20,-0.045454545,EXP
2019,FB30537,M,2,32,8,-5,-0.0125,EXP
2019,FB30537,M,1,13,1,NA,NA,EXP
2019,EZ01936,F,3,35,3,-10,-0.02247191,EXP
2019,FB30537,M,0,6,4,-10,-0.025641026,EXP
2019,EZ01936,F,0,1,2,-10,-0.024691358,EXP
2019,EZ01936,F,1,10,3,-5,-0.011764706,EXP
2019,FB30537,M,3,41,1,NA,NA,EXP
2019,EZ01936,F,1,11,4,-5,-0.011904762,EXP
2019,FB30537,M,2,30,6,-15,-0.034482759,EXP
2019,FB30537,M,0,3,1,NA,NA,EXP
2019,EZ01936,F,3,34,2,-10,-0.021978022,EXP
2019,FB30537,M,0,5,3,-15,-0.037037037,EXP
2019,FB30537,M,1,18,6,-15,-0.035714286,EXP
2019,FB30537,M,2,28,4,-20,-0.043478261,EXP
2019,FB30537,M,2,25,1,NA,NA,EXP
2019,EZ01936,F,3,33,1,NA,NA,EXP
2019,FB30537,M,2,27,3,-15,-0.031578947,EXP
2019,EZ01936,F,2,23,4,-5,-0.011764706,EXP
2019,EZ01936,F,2,22,3,-15,-0.034090909,EXP
2019,EZ01936,F,1,12,5,-15,-0.036144578,EXP
2019,FB30537,M,3,42,2,-10,-0.021276596,EXP
2019,FB30537,M,4,44,1,NA,NA,EXP
2019,EZ01936,F,0,0,1,NA,NA,EXP
2019,FB30537,M,4,46,3,NA,NA,EXP
2019,FB30537,M,0,4,2,-20,-0.047058824,EXP
2019,EZ01936,F,2,24,5,-10,-0.023809524,EXP
2019,EZ01936,F,2,21,2,-5,-0.011235955,EXP
2019,EZ01936,F,2,20,1,NA,NA,EXP
2019,FB30537,M,2,26,2,-25,-0.05,EXP
2019,FB30537,M,4,45,2,-15,-0.034482759,EXP
2018,EX41780,M,0,4,5,-25,-0.055555556,EXP
2018,EX41780,M,0,2,3,0,0,EXP
2018,EX41780,M,0,3,4,0,0,EXP
2018,EX41780,M,1,13,1,NA,NA,EXP
2018,EZ72750,F,2,40,7,-15,-0.038461538,EXP
2018,EX41780,M,0,1,2,-30,-0.0625,EXP
2018,EX41780,M,0,6,7,0,0,EXP
2018,EZ72750,F,2,38,5,-15,-0.036585366,EXP
2018,EX41780,M,3,44,4,-5,-0.010752688,EXP
2018,EZ72750,F,0,7,1,NA,NA,EXP
2018,EZ72750,F,0,9,3,-15,-0.032967033,EXP
2018,EZ72750,F,0,8,2,-5,-0.010869565,EXP
2018,EZ72750,F,0,10,4,-10,-0.022727273,EXP
2018,EX41780,M,2,29,4,-5,-0.011111111,EXP
2018,EZ72750,F,2,39,6,-5,-0.012658228,EXP
2018,EZ72750,F,1,20,1,NA,NA,EXP
2018,EX41780,M,3,45,5,-10,-0.02173913,EXP
2018,EX41780,M,3,43,3,-10,-0.021052632,EXP
2018,EX41780,M,2,30,5,-15,-0.033707865,EXP
2018,EX41780,M,3,48,8,-30,-0.069767442,EXP
2018,EX41780,M,0,0,1,NA,NA,EXP
2018,EZ72750,F,1,23,4,-10,-0.023529412,EXP
2018,EX41780,M,2,27,2,-10,-0.020833333,EXP
2018,EZ72750,F,1,21,2,-10,-0.022988506,EXP
2018,EZ72750,F,0,12,6,-15,-0.034883721,EXP
2018,EZ72750,F,2,36,3,0,0,EXP
2018,EZ72750,F,1,24,5,-15,-0.036144578,EXP
2018,EX41780,M,0,5,6,0,0,EXP
2018,EX41780,M,2,26,1,NA,NA,EXP
2018,EX41780,M,3,46,6,-10,-0.022222222,EXP
2018,EX41780,M,1,17,5,-20,-0.045454545,EXP
2018,EZ72750,F,2,37,4,-15,-0.035294118,EXP
2018,EX41780,M,2,28,3,-20,-0.042553191,EXP
2018,EZ72750,F,1,22,3,0,0,EXP
2018,EX41780,M,3,42,2,-10,-0.020618557,EXP
2018,EZ72750,F,2,34,1,NA,NA,EXP
2018,EZ72750,F,0,11,5,0,0,EXP
2018,EZ72750,F,2,35,2,-20,-0.04494382,EXP
2018,EX41780,M,1,15,3,-5,-0.010869565,EXP
2018,EX41780,M,2,32,7,0,0,EXP
2018,EX41780,M,1,19,7,-15,-0.035714286,EXP
2018,EX41780,M,3,47,7,-10,-0.022727273,EXP
2018,EX41780,M,1,14,2,-5,-0.010752688,EXP
2018,EX41780,M,1,18,6,0,0,EXP
2018,EZ72750,F,1,25,6,-10,-0.025,EXP
2018,EX41780,M,2,33,8,-10,-0.024096386,EXP
2018,EX41780,M,2,31,6,-15,-0.034883721,EXP
2018,EX41780,M,3,41,1,NA,NA,EXP
2018,EX41780,M,1,16,4,-15,-0.032967033,EXP
2019,EX41780,M,0,4,3,-10,-0.021276596,EXP
2019,EX41780,M,1,22,3,-10,-0.020833333,EXP
2019,EZ72750,F,2,30,3,-5,-0.011111111,EXP
2019,EX41780,M,0,3,2,-10,-0.020833333,EXP
2019,EX41780,M,3,47,2,-5,-0.010416667,EXP
2019,EX41780,M,1,21,2,-30,-0.058823529,EXP
2019,EZ72750,F,2,32,5,-15,-0.034090909,EXP
2019,EZ72750,F,2,33,6,-10,-0.023529412,EXP
2019,EZ72750,F,2,31,4,-5,-0.011235955,EXP
2019,EX41780,M,0,5,4,-5,-0.010869565,EXP
2019,EZ72750,F,2,29,2,-15,-0.032258065,EXP
2019,EX41780,M,1,23,4,-10,-0.021276596,EXP
2019,EZ72750,F,1,14,5,-10,-0.024691358,EXP
2019,EZ72750,F,2,28,1,NA,NA,EXP
2019,EZ72750,F,0,0,1,NA,NA,EXP
2019,EX41780,M,0,6,5,-5,-0.010989011,EXP
2019,EX41780,M,1,26,7,-5,-0.011235955,EXP
2019,EZ72750,F,1,19,10,NA,NA,EXP
2019,EZ72750,F,1,16,7,-5,-0.012820513,EXP
2019,EX41780,M,1,24,5,-10,-0.02173913,EXP
2019,EX41780,M,3,48,3,-10,-0.021052632,EXP
2019,EZ72750,F,0,1,2,0,0,EXP
2019,EZ72750,F,3,41,2,-10,-0.022222222,EXP
2019,EX41780,M,0,2,1,NA,NA,EXP
2019,EX41780,M,1,25,6,-5,-0.011111111,EXP
2019,EX41780,M,3,46,1,NA,NA,EXP
2019,EZ72750,F,1,18,9,-35,-0.094594595,EXP
2019,EZ72750,F,1,17,8,-15,-0.038961039,EXP
2019,EZ72750,F,3,43,4,-10,-0.023255814,EXP
2019,EX41780,M,1,20,1,NA,NA,EXP
2019,EZ72750,F,3,44,5,-5,-0.011904762,EXP
2019,EX41780,M,0,7,6,0,0,EXP
2019,EX41780,M,3,49,4,0,0,EXP
2019,EX41780,M,2,39,6,-7.5,-0.016759777,EXP
2019,EZ72750,F,1,15,6,-5,-0.012658228,EXP
2019,EX41780,M,2,37,4,0,0,EXP
2019,EZ72750,F,3,42,3,-10,-0.022727273,EXP
2019,EZ72750,F,3,40,1,NA,NA,EXP
2019,EX41780,M,0,8,7,-5,-0.011111111,EXP
2019,EX41780,M,0,9,8,-25,-0.056179775,EXP
2019,EZ72750,F,3,45,6,-15,-0.036144578,EXP
2019,EX41780,M,2,38,5,-7.5,-0.016483516,EXP
2019,EX41780,M,1,27,8,-10,-0.022727273,EXP
2019,EZ72750,F,1,13,4,-10,-0.024096386,EXP
2019,EX41780,M,2,35,2,-5,-0.010416667,EXP
2019,EZ72750,F,1,11,2,0,0,EXP
2019,EZ72750,F,1,12,3,-20,-0.045977011,EXP
2019,EX41780,M,2,34,1,NA,NA,EXP
2019,EX41780,M,2,36,3,-20,-0.042105263,EXP
2019,EZ72750,F,1,10,1,NA,NA,EXP
2018,EZ88882,F,0,4,1,NA,NA,NEW
2018,EX41749,M,1,11,3,0,0,NEW
2018,EZ88882,F,1,18,4,-5,-0.010869565,NEW
2018,EX41749,M,2,22,1,NA,NA,NEW
2018,EZ88882,F,2,39,9,-10,-0.023529412,NEW
2018,EX41749,M,1,14,6,-5,-0.012195122,NEW
2018,EX41749,M,1,10,2,-30,-0.063157895,NEW
2018,EX41749,M,3,40,1,NA,NA,NEW
2018,EX41749,M,1,13,5,-15,-0.035294118,NEW
2018,EX41749,M,3,48,9,-5,-0.012658228,NEW
2018,EZ88882,F,1,16,2,-5,-0.010526316,NEW
2018,EX41749,M,0,1,2,-20,-0.044444444,NEW
2018,EZ88882,F,1,17,3,-10,-0.021276596,NEW
2018,EZ88882,F,1,19,5,-5,-0.010989011,NEW
2018,EZ88882,F,0,5,2,0,0,NEW
2018,EX41749,M,1,9,1,NA,NA,NEW
2018,EZ88882,F,1,15,1,NA,NA,NEW
2018,EX41749,M,2,30,9,-10,-0.025316456,NEW
2018,EX41749,M,3,46,7,-15,-0.036585366,NEW
2018,EX41749,M,3,47,8,0,0,NEW
2018,EZ88882,F,3,49,1,NA,NA,NEW
2018,EZ88882,F,3,50,2,-30,-0.064516129,NEW
2018,EX41749,M,3,41,2,0,0,NEW
2018,EX41749,M,2,23,2,-25,-0.052631579,NEW
2018,EX41749,M,0,0,1,NA,NA,NEW
2018,EX41749,M,0,2,3,-20,-0.046511628,NEW
2018,EZ88882,F,0,6,3,-10,-0.022727273,NEW
2018,EX41749,M,1,12,4,-20,-0.04494382,NEW
2018,EZ88882,F,0,7,4,-10,-0.023255814,NEW
2018,EZ88882,F,0,8,5,0,0,NEW
2018,EZ88882,F,2,38,8,0,0,NEW
2018,EX41749,M,2,26,5,0,0,NEW
2018,EX41749,M,3,42,3,-10,-0.022727273,NEW
2018,EX41749,M,3,43,4,-10,-0.023255814,NEW
2018,EZ88882,F,1,21,7,-10,-0.02247191,NEW
2018,EZ88882,F,2,33,3,-5,-0.010989011,NEW
2018,EX41749,M,0,3,4,-5,-0.012195122,NEW
2018,EX41749,M,2,28,7,0,0,NEW
2018,EX41749,M,2,29,8,-20,-0.048192771,NEW
2018,EZ88882,F,2,37,7,-5,-0.011627907,NEW
2018,EX41749,M,2,24,3,-15,-0.033333333,NEW
2018,EX41749,M,2,27,6,0,0,NEW
2018,EZ88882,F,1,20,6,-5,-0.011111111,NEW
2018,EZ88882,F,2,34,4,-15,-0.033333333,NEW
2018,EZ88882,F,2,35,5,0,0,NEW
2018,EZ88882,F,2,31,1,NA,NA,NEW
2018,EZ88882,F,2,36,6,-5,-0.011494253,NEW
2018,EZ88882,F,2,32,2,-5,-0.010869565,NEW
2018,EX41749,M,3,45,6,-10,-0.023809524,NEW
2018,EX41749,M,3,44,5,0,0,NEW
2018,EX41749,M,2,25,4,-20,-0.045977011,NEW
2016,EX41784,M,3,38,3,-30,-0.058823529,UNKNOWN
2016,EK59686,F,3,30,3,-5,-0.011494253,UNKNOWN
2016,EK59686,F,3,29,2,-20,-0.043956044,UNKNOWN
2016,EK59686,F,3,28,1,NA,NA,UNKNOWN
2016,EX41784,M,3,37,2,-5,-0.009708738,UNKNOWN
2016,EX41784,M,1,7,1,NA,NA,UNKNOWN
2016,EX41784,M,1,8,2,-15,-0.031914894,UNKNOWN
2016,EX41784,M,3,39,4,0,0,UNKNOWN
2016,EK59686,F,2,19,8,-5,-0.012195122,UNKNOWN
2016,EK59686,F,2,18,7,0,0,UNKNOWN
2016,EK59686,F,2,15,4,-20,-0.043956044,UNKNOWN
2016,EK59686,F,2,14,3,-5,-0.010869565,UNKNOWN
2016,EX41784,M,3,40,5,-15,-0.03125,UNKNOWN
2016,EX41784,M,2,27,8,-10,-0.022222222,UNKNOWN
2016,EX41784,M,3,36,1,NA,NA,UNKNOWN
2016,EX41784,M,0,1,1,NA,NA,UNKNOWN
2016,EX41784,M,0,2,2,-30,-0.058823529,UNKNOWN
2016,EK59686,F,3,32,5,-25,-0.058823529,UNKNOWN
2016,EX41784,M,4,49,1,NA,NA,UNKNOWN
2016,EX41784,M,4,50,2,0,0,UNKNOWN
2016,EX41784,M,4,51,3,-15,-0.03030303,UNKNOWN
2016,EK59686,F,2,17,6,-15,-0.035294118,UNKNOWN
2016,EK59686,F,2,16,5,-10,-0.022988506,UNKNOWN
2016,EK59686,F,2,13,2,-35,-0.070707071,UNKNOWN
2016,EX41784,M,2,24,5,-10,-0.020618557,UNKNOWN
2016,EX41784,M,2,25,6,-15,-0.031578947,UNKNOWN
2016,EX41784,M,2,26,7,-10,-0.02173913,UNKNOWN
2016,EK59686,F,4,48,8,0,0,UNKNOWN
2016,EK59686,F,4,46,6,-15,-0.033333333,UNKNOWN
2016,EK59686,F,4,47,7,-5,-0.011494253,UNKNOWN
2016,EK59686,F,0,0,1,NA,NA,UNKNOWN
2016,EK59686,F,1,3,1,NA,NA,UNKNOWN
2016,EK59686,F,1,4,2,-10,-0.021978022,UNKNOWN
2016,EK59686,F,1,5,3,-15,-0.033707865,UNKNOWN
2016,EX41784,M,4,52,4,-5,-0.010416667,UNKNOWN
2016,EK59686,F,2,12,1,NA,NA,UNKNOWN
2016,EX41784,M,2,23,4,-10,-0.02020202,UNKNOWN
2016,EK59686,F,4,42,2,10,0.02173913,UNKNOWN
2016,EK59686,F,4,43,3,10,0.021276596,UNKNOWN
2016,EK59686,F,4,44,4,-10,-0.020833333,UNKNOWN
2016,EK59686,F,4,45,5,-20,-0.042553191,UNKNOWN
2016,EK59686,F,3,33,6,0,0,UNKNOWN
2016,EK59686,F,3,34,7,0,0,UNKNOWN
2016,EK59686,F,1,6,4,-15,-0.034883721,UNKNOWN
2016,EK59686,F,3,31,4,-5,-0.011627907,UNKNOWN
2016,EX41784,M,2,21,2,-25,-0.046728972,UNKNOWN
2016,EX41784,M,1,10,4,-5,-0.011235955,UNKNOWN
2016,EX41784,M,1,11,5,-20,-0.045454545,UNKNOWN
2016,EK59686,F,4,41,1,NA,NA,UNKNOWN
2016,EX41784,M,1,9,3,-10,-0.021978022,UNKNOWN
2016,EX41784,M,2,20,1,NA,NA,UNKNOWN
2016,EK59686,F,3,35,8,-10,-0.025,UNKNOWN
2016,EX41784,M,2,22,3,-15,-0.029411765,UNKNOWN
2015,EX41793,M,1,26,7,-10,-0.025316456,EXP
2015,FB20883,F,1,12,1,NA,NA,EXP
2015,FB20883,F,1,13,2,0,0,EXP
2015,EX41793,M,1,25,6,0,0,EXP
2015,FB20883,F,1,14,3,-15,-0.035294118,EXP
2015,FB20883,F,2,32,5,-5,-0.012345679,EXP
2015,FB20883,F,3,40,1,NA,NA,EXP
2015,EX41793,M,1,27,8,-10,-0.025974026,EXP
2015,EX41793,M,2,35,3,-5,-0.011363636,EXP
2015,EX41793,M,0,9,4,-30,-0.073170732,EXP
2015,EX41793,M,0,8,3,-5,-0.012048193,EXP
2015,EX41793,M,0,7,2,-25,-0.056818182,EXP
2015,FB20883,F,3,41,2,-10,-0.023255814,EXP
2015,EX41793,M,2,33,1,NA,NA,EXP
2015,EX41793,M,2,34,2,-25,-0.053763441,EXP
2015,FB20883,F,1,16,5,-5,-0.0125,EXP
2015,EX41793,M,1,23,4,-10,-0.023809524,EXP
2015,EX41793,M,1,22,3,-15,-0.034482759,EXP
2015,EX41793,M,3,45,2,-10,-0.022222222,EXP
2015,EX41793,M,0,10,5,0,0,EXP
2015,FB20883,F,4,51,3,-7.5,-0.01734104,EXP
2015,EX41793,M,2,36,4,-20,-0.045977011,EXP
2015,FB20883,F,1,15,4,-10,-0.024390244,EXP
2015,EX41793,M,2,39,7,0,0,EXP
2015,FB20883,F,3,42,3,-25,-0.05952381,EXP
2015,FB20883,F,0,4,5,-5,-0.014084507,EXP
2015,EX41793,M,1,24,5,-15,-0.036585366,EXP
2015,EX41793,M,1,21,2,-20,-0.043956044,EXP
2015,EX41793,M,3,44,1,NA,NA,EXP
2015,FB20883,F,0,3,4,-15,-0.040540541,EXP
2015,FB20883,F,0,5,6,-10,-0.028571429,EXP
2015,FB20883,F,0,0,1,NA,NA,EXP
2015,FB20883,F,2,31,4,-15,-0.035714286,EXP
2015,EX41793,M,0,11,6,-15,-0.039473684,EXP
2015,FB20883,F,0,2,3,-15,-0.038961039,EXP
2015,FB20883,F,2,29,2,-20,-0.044444444,EXP
2015,EX41793,M,2,37,5,-5,-0.012048193,EXP
2015,FB20883,F,1,17,6,-5,-0.012658228,EXP
2015,EX41793,M,2,38,6,-20,-0.048780488,EXP
2015,FB20883,F,2,28,1,NA,NA,EXP
2015,EX41793,M,1,20,1,NA,NA,EXP
2015,FB20883,F,2,30,3,-10,-0.023255814,EXP
2015,EX41793,M,0,6,1,NA,NA,EXP
2015,FB20883,F,0,1,2,0,0,EXP
2015,FB20883,F,3,43,4,-5,-0.012658228,EXP
2015,FB20883,F,4,50,2,-7.5,-0.017045455,EXP
2015,FB20883,F,4,49,1,NA,NA,EXP
2015,FB20883,F,1,18,7,-25,-0.064102564,EXP
2015,FB20883,F,1,19,8,-10,-0.02739726,EXP
2019,FB20883,F,3,49,4,0,0,EXP
2019,FB20883,F,3,47,2,-5,-0.011764706,EXP
2019,FB20883,F,3,50,5,-15,-0.0375,EXP
2019,EX41793,M,3,42,4,0,0,EXP
2019,EX41793,M,3,44,6,-25,-0.056179775,EXP
2019,EX41793,M,3,45,7,-5,-0.011904762,EXP
2019,FB20883,F,1,15,3,-5,-0.011764706,EXP
2019,FB20883,F,1,13,1,NA,NA,EXP
2019,FB20883,F,1,14,2,-15,-0.034090909,EXP
2019,EX41793,M,3,43,5,-10,-0.021978022,EXP
2019,EX41793,M,3,41,3,-10,-0.021505376,EXP
2019,FB20883,F,1,23,11,-15,-0.041666667,EXP
2019,FB20883,F,3,48,3,-20,-0.047619048,EXP
2019,EX41793,M,2,30,6,0,0,EXP
2019,EX41793,M,2,25,1,NA,NA,EXP
2019,EX41793,M,2,27,3,-15,-0.033707865,EXP
2019,EX41793,M,0,1,2,-10,-0.021276596,EXP
2019,FB20883,F,1,22,10,-15,-0.04,EXP
2019,EX41793,M,0,0,1,NA,NA,EXP
2019,EX41793,M,3,40,2,-5,-0.010638298,EXP
2019,FB20883,F,1,21,9,-5,-0.013157895,EXP
2019,FB20883,F,1,24,12,-15,-0.043478261,EXP
2019,EX41793,M,2,26,2,-10,-0.021978022,EXP
2019,FB20883,F,0,4,3,-5,-0.012820513,EXP
2019,FB20883,F,3,46,1,NA,NA,EXP
2019,FB20883,F,1,19,7,-5,-0.0125,EXP
2019,FB20883,F,2,32,1,NA,NA,EXP
2019,EX41793,M,2,28,4,0,0,EXP
2019,FB20883,F,1,20,8,-15,-0.037974684,EXP
2019,FB20883,F,0,3,2,-10,-0.025,EXP
2019,FB20883,F,1,18,6,0,0,EXP
2019,FB20883,F,0,5,4,-10,-0.025974026,EXP
2019,EX41793,M,1,12,6,-5,-0.011904762,EXP
2019,EX41793,M,1,8,2,-5,-0.011111111,EXP
2019,FB20883,F,1,16,4,-5,-0.011904762,EXP
2019,FB20883,F,0,6,5,-35,-0.093333333,EXP
2019,FB20883,F,2,33,2,-25,-0.054945055,EXP
2019,FB20883,F,2,38,7,-10,-0.025,EXP
2019,EX41793,M,3,39,1,NA,NA,EXP
2019,EX41793,M,2,29,5,-15,-0.034883721,EXP
2019,EX41793,M,1,11,5,0,0,EXP
2019,FB20883,F,2,37,6,0,0,EXP
2019,EX41793,M,2,31,7,-5,-0.012048193,EXP
2019,FB20883,F,1,17,5,-15,-0.036144578,EXP
2019,EX41793,M,1,10,4,-20,-0.045454545,EXP
2019,FB20883,F,2,36,5,-20,-0.047619048,EXP
2019,FB20883,F,0,2,1,NA,NA,EXP
2019,EX41793,M,1,9,3,-5,-0.011235955,EXP
2019,FB20883,F,2,35,4,-5,-0.011764706,EXP
2019,EX41793,M,1,7,1,NA,NA,EXP
2019,FB20883,F,2,34,3,-5,-0.011627907,EXP
2016,EX41740,F,1,12,4,-10,-0.022988506,EXP
2016,EX41740,F,2,28,5,-25,-0.058139535,EXP
2016,EX41740,F,1,9,1,NA,NA,EXP
2016,EX41740,F,1,11,3,-5,-0.011363636,EXP
2016,EX41740,F,2,27,4,0,0,EXP
2016,EX41740,F,0,2,3,0,0,EXP
2016,EX41740,F,0,3,4,-25,-0.060240964,EXP
2016,EX41740,F,1,10,2,-5,-0.011235955,EXP
2016,EX41740,F,1,13,5,-5,-0.011764706,EXP
2016,EX41740,F,1,15,7,-5,-0.0125,EXP
2016,EX41740,F,2,25,2,-10,-0.02247191,EXP
2016,EX41740,F,2,29,6,-10,-0.024691358,EXP
2016,EX41740,F,0,1,2,-10,-0.023529412,EXP
2016,EX41740,F,2,24,1,NA,NA,EXP
2016,EX41740,F,2,26,3,-5,-0.011494253,EXP
2016,EX41740,F,0,0,1,NA,NA,EXP
2016,EY07280,M,1,22,6,-5,-0.011627907,EXP
2016,EX41740,F,3,44,5,-15,-0.034482759,EXP
2016,EY07280,M,1,18,2,-10,-0.02173913,EXP
2016,EX41740,F,3,43,4,-5,-0.011363636,EXP
2016,EY07280,M,0,5,2,-5,-0.011363636,EXP
2016,EX41740,F,1,16,8,-5,-0.012658228,EXP
2016,EX41740,F,1,14,6,-20,-0.047619048,EXP
2016,EX41740,F,3,46,7,-30,-0.071428571,EXP
2016,EY07280,M,1,17,1,NA,NA,EXP
2016,EY07280,M,2,38,7,0,0,EXP
2016,EY07280,M,2,39,8,-10,-0.023809524,EXP
2016,EY07280,M,2,37,6,-10,-0.023255814,EXP
2016,EY07280,M,1,23,7,0,0,EXP
2016,EX41740,F,3,42,3,-5,-0.011235955,EXP
2016,EY07280,M,1,21,5,-10,-0.022727273,EXP
2016,EX41740,F,3,45,6,0,0,EXP
2016,EX41740,F,3,40,1,NA,NA,EXP
2016,EY07280,M,0,4,1,NA,NA,EXP
2016,EX41740,F,2,30,7,-20,-0.050632911,EXP
2016,EX41740,F,2,31,8,0,0,EXP
2016,EY07280,M,2,36,5,0,0,EXP
2016,EX41740,F,3,48,9,-5,-0.012987013,EXP
2016,EX41740,F,3,41,2,-5,-0.011111111,EXP
2016,EX41740,F,3,49,10,-15,-0.039473684,EXP
2016,EY07280,M,1,20,4,-5,-0.011235955,EXP
2016,EY07280,M,0,8,5,-5,-0.012048193,EXP
2016,EY07280,M,2,32,1,NA,NA,EXP
2016,EY07280,M,1,19,3,-5,-0.011111111,EXP
2016,EY07280,M,0,7,4,-20,-0.045977011,EXP
2016,EY07280,M,2,35,4,-5,-0.011494253,EXP
2016,EX41740,F,3,47,8,-5,-0.012820513,EXP
2016,EY07280,M,0,6,3,0,0,EXP
2016,EY07280,M,2,33,2,-10,-0.021978022,EXP
2016,EY07280,M,2,34,3,-10,-0.02247191,EXP
2018,EY07280,M,1,12,1,NA,NA,EXP
2018,EX41740,F,2,19,2,-10,-0.023255814,EXP
2018,EX41740,F,2,18,1,NA,NA,EXP
2018,EX41740,F,3,31,2,-10,-0.022222222,EXP
2018,EY07280,M,0,0,1,NA,NA,EXP
2018,EY07280,M,1,13,2,-10,-0.023255814,EXP
2018,EX41740,F,1,10,6,-5,-0.012820513,EXP
2018,EY07280,M,1,16,5,0,0,EXP
2018,EX41740,F,3,30,1,NA,NA,EXP
2018,EX41740,F,2,23,6,-5,-0.012820513,EXP
2018,EX41740,F,2,20,3,-5,-0.011904762,EXP
2018,EY07280,M,2,26,3,0,0,EXP
2018,EX41740,F,3,33,4,-10,-0.023255814,EXP
2018,EY07280,M,3,38,1,NA,NA,EXP
2018,EY07280,M,2,25,2,-10,-0.02247191,EXP
2018,EY07280,M,0,2,3,-20,-0.046511628,EXP
2018,EX41740,F,1,11,7,0,0,EXP
2018,EX41740,F,1,7,3,-15,-0.034883721,EXP
2018,EY07280,M,3,40,3,-10,-0.02173913,EXP
2018,EY07280,M,1,14,3,-15,-0.035714286,EXP
2018,EY07280,M,1,15,4,-5,-0.012345679,EXP
2018,EX41740,F,2,21,4,-20,-0.048192771,EXP
2018,EX41740,F,2,22,5,-5,-0.012658228,EXP
2018,EY07280,M,2,24,1,NA,NA,EXP
2018,EY07280,M,3,45,8,0,0,EXP
